Car Design,Frontal Area (m²)
F_D_WM_WW_2820,2.505352443
F_D_WM_WW_2097,2.46358088
F_D_WM_WW_1975,2.361498547
F_D_WM_WW_3240,2.730840728
F_D_WM_WW_1507,2.304144467
F_D_WM_WW_1502,2.500675225
F_D_WM_WW_2148,2.168576208
F_D_WM_WW_1061,2.410643433
F_D_WM_WW_1851,2.53794916
F_D_WM_WW_2692,2.569638885
F_D_WM_WW_2725,2.401334935
F_D_WM_WW_1917,2.608334006
F_D_WM_WW_1558,2.4199238
F_D_WM_WW_2368,2.465972603
F_D_WM_WW_3370,2.347123149
F_D_WM_WW_1216,2.49832555
F_D_WM_WW_2762,2.301282357
F_D_WM_WW_1293,2.328938006
F_D_WM_WW_3588,2.492243794
F_D_WM_WW_3630,2.349725781
F_D_WM_WW_2620,2.538354921
F_D_WM_WW_3346,2.545555415
F_D_WM_WW_2969,2.518081059
F_D_WM_WW_2007,2.415617226
F_D_WM_WW_1193,2.246818572
F_D_WM_WW_2779,2.481662692
F_D_WM_WW_2036,2.562383828
F_D_WM_WW_3417,2.262128246
F_D_WM_WW_3633,2.351689726
F_D_WM_WW_3247,2.373262688
F_D_WM_WW_1643,2.616264056
F_D_WM_WW_1122,2.306676566
F_D_WM_WW_3234,2.459787729
F_D_WM_WW_1404,2.211315715
F_D_WM_WW_3544,2.495883437
F_D_WM_WW_2958,2.531904344
F_D_WM_WW_1424,2.231550517
F_D_WM_WW_1736,2.191906502
F_D_WM_WW_1837,2.539722001
F_D_WM_WW_1105,2.366768236
F_D_WM_WW_3380,2.442624629
F_D_WM_WW_1296,2.564832126
F_D_WM_WW_1841,2.544833556
F_D_WM_WW_2740,2.359578762
F_D_WM_WW_2449,2.301009165
F_D_WM_WW_1096,2.35399629
F_D_WM_WW_3116,2.409026031
F_D_WM_WW_1597,2.628995553
F_D_WM_WW_1631,2.413188225
F_D_WM_WW_2177,2.616385639
F_D_WM_WW_3874,2.145563538
F_D_WM_WW_3277,2.333615519
F_D_WM_WW_2169,2.454842467
F_D_WM_WW_2993,2.420085688
F_D_WM_WW_3099,2.359981782
F_D_WM_WW_2653,2.516490073
F_D_WM_WW_1463,2.235862037
F_D_WM_WW_1850,2.418839092
F_D_WM_WW_1082,2.244981498
F_D_WM_WW_1258,2.40542686
F_D_WM_WW_3057,2.715658847
F_D_WM_WW_2345,2.423802342
F_D_WM_WW_2599,2.148033632
F_D_WM_WW_1694,2.188212849
F_D_WM_WW_1079,2.543396352
F_D_WM_WW_1866,2.591751517
F_D_WM_WW_2829,2.192607757
F_D_WM_WW_2798,2.619684907
F_D_WM_WW_3512,2.474463298
F_D_WM_WW_1888,2.287759331
F_D_WM_WW_2489,2.715251604
F_D_WM_WW_3637,2.703125711
F_D_WM_WW_1737,2.653745813
F_D_WM_WW_2595,2.610437956
F_D_WM_WW_3869,2.525468171
F_D_WM_WW_2879,2.30210909
F_D_WM_WW_3729,2.559531971
F_D_WM_WW_3311,2.692920092
F_D_WM_WW_1119,2.444367943
F_D_WM_WW_3507,2.312410872
F_D_WM_WW_3664,2.411357109
F_D_WM_WW_3169,2.621871296
F_D_WM_WW_2965,2.193327557
F_D_WM_WW_1564,2.292951034
F_D_WM_WW_2251,2.661203935
F_D_WM_WW_2638,2.509063352
F_D_WM_WW_1062,2.589682395
F_D_WM_WW_1225,2.399402646
F_D_WM_WW_3075,2.29387967
F_D_WM_WW_3279,2.501970504
F_D_WM_WW_1529,2.441409066
F_D_WM_WW_3585,2.375705077
F_D_WM_WW_2983,2.572029962
F_D_WM_WW_1708,2.331946082
F_D_WM_WW_1823,2.316189376
F_D_WM_WW_2898,2.19610559
F_D_WM_WW_1340,2.347848523
F_D_WM_WW_1654,2.529206802
F_D_WM_WW_3739,2.26263751
F_D_WM_WW_1939,2.77340251
F_D_WM_WW_2233,2.451054009
F_D_WM_WW_2123,2.485445465
F_D_WM_WW_2713,2.563514198
F_D_WM_WW_3740,2.299324246
F_D_WM_WW_1472,2.375903308
F_D_WM_WW_3048,2.571556763
F_D_WM_WW_3253,2.624235609
F_D_WM_WW_3244,2.231946139
F_D_WM_WW_2884,2.283813306
F_D_WM_WW_1246,2.450254755
F_D_WM_WW_3289,2.27276191
F_D_WM_WW_3965,2.475240983
F_D_WM_WW_2322,2.319656608
F_D_WM_WW_2499,2.590203984
F_D_WM_WW_2982,2.411164784
F_D_WM_WW_2564,2.685159242
F_D_WM_WW_2516,2.297818806
F_D_WM_WW_2949,2.619284517
F_D_WM_WW_3482,2.683413716
F_D_WM_WW_3887,2.309518222
F_D_WM_WW_1152,2.632217056
F_D_WM_WW_3828,2.454471542
F_D_WM_WW_1655,2.261815646
F_D_WM_WW_1871,2.487451179
F_D_WM_WW_2265,2.510015259
F_D_WM_WW_3743,2.242905399
F_D_WM_WW_1219,2.241802876
F_D_WM_WW_1652,2.333937407
F_D_WM_WW_1151,2.5049738
F_D_WM_WW_3002,2.389465989
F_D_WM_WW_3914,2.535832902
F_D_WM_WW_3906,2.630442632
F_D_WM_WW_2546,2.713865528
F_D_WM_WW_3862,2.38842571
F_D_WM_WW_2629,2.501884846
F_D_WM_WW_3081,2.235076083
F_D_WM_WW_2176,2.370308672
F_D_WM_WW_3013,2.433364381
F_D_WM_WW_3863,2.490279551
F_D_WM_WW_3974,2.279054137
F_D_WM_WW_1647,2.650927461
F_D_WM_WW_1381,2.476629863
F_D_WM_WW_2183,2.517671246
F_D_WM_WW_2264,2.481846493
F_D_WM_WW_2058,2.441306158
F_D_WM_WW_3077,2.550229561
F_D_WM_WW_1066,2.446782441
F_D_WM_WW_3858,2.294559599
F_D_WM_WW_3865,2.507448326
F_D_WM_WW_2724,2.493890487
F_D_WM_WW_3224,2.343214402
F_D_WM_WW_1091,2.679995102
F_D_WM_WW_2554,2.218063857
F_D_WM_WW_2591,2.376027094
F_D_WM_WW_3535,2.542872353
F_D_WM_WW_3174,2.499204011
F_D_WM_WW_3819,2.559679752
F_D_WM_WW_3193,2.420456606
F_D_WM_WW_2825,2.540844127
F_D_WM_WW_3073,2.298275434
F_D_WM_WW_3925,2.307343139
F_D_WM_WW_2876,2.558178832
F_D_WM_WW_1624,2.711374347
F_D_WM_WW_2160,2.213705735
F_D_WM_WW_1139,2.40260627
F_D_WM_WW_2266,2.345058813
F_D_WM_WW_3903,2.525456355
F_D_WM_WW_3555,2.26766374
F_D_WM_WW_3525,2.324427994
F_D_WM_WW_1138,2.418362935
F_D_WM_WW_2852,2.270509022
F_D_WM_WW_3886,2.336227934
F_D_WM_WW_1391,2.394418101
F_D_WM_WW_2293,2.343582975
F_D_WM_WW_3523,2.516449605
F_D_WM_WW_1263,2.236597019
F_D_WM_WW_1305,2.254771847
F_D_WM_WW_3299,2.38594995
F_D_WM_WW_1992,2.384698116
F_D_WM_WW_3896,2.174353048
F_D_WM_WW_1687,2.383429815
F_D_WM_WW_3709,2.503207853
F_D_WM_WW_1546,2.401964573
F_D_WM_WW_1706,2.551999641
F_D_WM_WW_2411,2.202414364
F_D_WM_WW_2496,2.407264233
F_D_WM_WW_2559,2.639831953
F_D_WM_WW_3851,2.395174859
F_D_WM_WW_2010,2.362903241
F_D_WM_WW_1809,2.390857966
F_D_WM_WW_1273,2.577083877
F_D_WM_WW_3263,2.478528636
F_D_WM_WW_1550,2.283766152
F_D_WM_WW_1862,2.394275916
F_D_WM_WW_1030,2.372792818
F_D_WM_WW_2288,2.526727022
F_D_WM_WW_1819,2.542252923
F_D_WM_WW_3151,2.485170595
F_D_WM_WW_2691,2.241164361
F_D_WM_WW_2841,2.346392657
F_D_WM_WW_2468,2.494934558
F_D_WM_WW_3820,2.213609288
F_D_WM_WW_1197,2.365454624
F_D_WM_WW_1180,2.493357156
F_D_WM_WW_2712,2.500352584
F_D_WM_WW_3825,2.527205031
F_D_WM_WW_3521,2.571921276
F_D_WM_WW_3456,2.264071366
F_D_WM_WW_2624,2.269108225
F_D_WM_WW_3376,2.54079807
F_D_WM_WW_3093,2.457101904
F_D_WM_WW_3661,2.156385065
F_D_WM_WW_3826,2.611588424
F_D_WM_WW_1090,2.268997505
F_D_WM_WW_1135,2.474545839
F_D_WM_WW_2371,2.239452916
F_D_WM_WW_1256,2.50927294
F_D_WM_WW_1892,2.574250864
F_D_WM_WW_1914,2.319553012
F_D_WM_WW_1730,2.300038621
F_D_WM_WW_1205,2.445145451
F_D_WM_WW_3967,2.417648379
F_D_WM_WW_2606,2.527293631
F_D_WM_WW_1718,2.279083406
F_D_WM_WW_1899,2.565708366
F_D_WM_WW_1732,2.289311624
F_D_WM_WW_1646,2.300300485
F_D_WM_WW_1714,2.516498895
F_D_WM_WW_3836,2.388508325
F_D_WM_WW_2388,2.285129377
F_D_WM_WW_2746,2.280951225
F_D_WM_WW_3837,2.260284066
F_D_WM_WW_3076,2.356338886
F_D_WM_WW_1431,2.361607807
F_D_WM_WW_1179,2.456073805
F_D_WM_WW_3933,2.513351105
F_D_WM_WW_1464,2.45632288
F_D_WM_WW_2775,2.356832989
F_D_WM_WW_2347,2.615519871
F_D_WM_WW_2860,2.649860108
F_D_WM_WW_1045,2.596291643
F_D_WM_WW_2142,2.455841979
F_D_WM_WW_2742,2.22559077
F_D_WM_WW_2731,2.43383816
F_D_WM_WW_2656,2.292370186
F_D_WM_WW_1040,2.591778827
F_D_WM_WW_1518,2.402731201
F_D_WM_WW_2581,2.372034854
F_D_WM_WW_1700,2.289329204
F_D_WM_WW_2210,2.476543652
F_D_WM_WW_3623,2.385518702
F_D_WM_WW_1452,2.747668542
F_D_WM_WW_3651,2.385875413
F_D_WM_WW_2429,2.436651457
F_D_WM_WW_1346,2.470649603
F_D_WM_WW_3875,2.647205978
F_D_WM_WW_3062,2.403214494
F_D_WM_WW_1349,2.510537375
F_D_WM_WW_3878,2.565609367
F_D_WM_WW_3051,2.680742743
F_D_WM_WW_2750,2.284122646
F_D_WM_WW_1496,2.209095488
F_D_WM_WW_2008,2.486882407
F_D_WM_WW_1109,2.32901781
F_D_WM_WW_3985,2.635329767
F_D_WM_WW_3363,2.388273447
F_D_WM_WW_2572,2.323221862
F_D_WM_WW_2197,2.643653418
F_D_WM_WW_3030,2.376854817
F_D_WM_WW_3132,2.446169763
F_D_WM_WW_1847,2.216918064
F_D_WM_WW_2095,2.525218003
F_D_WM_WW_3883,2.465380245
F_D_WM_WW_2943,2.535560642
F_D_WM_WW_3911,2.516812887
F_D_WM_WW_1500,2.394058224
F_D_WM_WW_3492,2.53744358
F_D_WM_WW_1713,2.615292326
F_D_WM_WW_1190,2.639143086
F_D_WM_WW_2995,2.539904391
F_D_WM_WW_2280,2.404375166
F_D_WM_WW_2734,2.564025458
F_D_WM_WW_1203,2.697180979
F_D_WM_WW_1117,2.429320251
F_D_WM_WW_3655,2.633085077
F_D_WM_WW_3158,2.275759855
F_D_WM_WW_1416,2.707252573
F_D_WM_WW_3794,2.566280478
F_D_WM_WW_1402,2.69481829
F_D_WM_WW_2537,2.255692369
F_D_WM_WW_3322,2.530827166
F_D_WM_WW_2579,2.428956423
F_D_WM_WW_3620,2.643888234
F_D_WM_WW_3968,2.274147101
F_D_WM_WW_1710,2.527545847
F_D_WM_WW_1573,2.218310189
F_D_WM_WW_2267,2.369432993
F_D_WM_WW_3561,2.524532416
F_D_WM_WW_3789,2.303178595
F_D_WM_WW_1846,2.590552752
F_D_WM_WW_2931,2.401441139
F_D_WM_WW_1078,2.55589291
F_D_WM_WW_1175,2.212740572
F_D_WM_WW_3050,2.267243051
F_D_WM_WW_2145,2.676160214
F_D_WM_WW_1156,2.422723371
F_D_WM_WW_2463,2.394195819
F_D_WM_WW_1198,2.393007323
F_D_WM_WW_1997,2.571306373
F_D_WM_WW_1560,2.545799589
F_D_WM_WW_3918,2.459126866
F_D_WM_WW_1776,2.42632408
F_D_WM_WW_3314,2.54252965
F_D_WM_WW_1738,2.283747574
F_D_WM_WW_1721,2.575235099
F_D_WM_WW_1218,2.611146157
F_D_WM_WW_3759,2.161922252
F_D_WM_WW_1002,2.612856805
F_D_WM_WW_3212,2.562559897
F_D_WM_WW_2350,2.50011479
F_D_WM_WW_3578,2.216062995
F_D_WM_WW_2558,2.624461681
F_D_WM_WW_3146,2.402233923
F_D_WM_WW_2690,2.452672514
F_D_WM_WW_2952,2.485245204
F_D_WM_WW_3476,2.304779082
F_D_WM_WW_1996,2.487971943
F_D_WM_WW_1772,2.67042765
F_D_WM_WW_2507,2.304585085
F_D_WM_WW_3509,2.362356671
F_D_WM_WW_1160,2.588726113
F_D_WM_WW_2705,2.40235578
F_D_WM_WW_2833,2.412920907
F_D_WM_WW_1811,2.459854767
F_D_WM_WW_1173,2.30304976
F_D_WM_WW_3577,2.519722433
F_D_WM_WW_1505,2.543867778
F_D_WM_WW_3860,2.796261827
F_D_WM_WW_2939,2.595740195
F_D_WM_WW_1430,2.436898021
F_D_WM_WW_2330,2.215704625
F_D_WM_WW_3410,2.332966935
F_D_WM_WW_1510,2.571817077
F_D_WM_WW_1009,2.195174702
F_D_WM_WW_3897,2.441997727
F_D_WM_WW_3274,2.389857477
F_D_WM_WW_2837,2.362126026
F_D_WM_WW_2129,2.216878058
F_D_WM_WW_3845,2.743598786
F_D_WM_WW_3219,2.560568853
F_D_WM_WW_2812,2.759893517
F_D_WM_WW_2678,2.248112566
F_D_WM_WW_2436,2.229901675
F_D_WM_WW_1300,2.287177448
F_D_WM_WW_3213,2.30195159
F_D_WM_WW_2767,2.474766466
F_D_WM_WW_1833,2.579055542
F_D_WM_WW_3429,2.368952737
F_D_WM_WW_2366,2.324764176
F_D_WM_WW_2192,2.561736122
F_D_WM_WW_3349,2.525622552
F_D_WM_WW_1241,2.557727654
F_D_WM_WW_1236,2.229009644
F_D_WM_WW_1270,2.300587225
F_D_WM_WW_2122,2.488748278
F_D_WM_WW_2584,2.716868564
F_D_WM_WW_1279,2.486593172
F_D_WM_WW_1240,2.203959082
F_D_WM_WW_1150,2.20943058
F_D_WM_WW_2132,2.48236773
F_D_WM_WW_3582,2.72890764
F_D_WM_WW_1676,2.37319076
F_D_WM_WW_3361,2.584418166
F_D_WM_WW_2909,2.569706042
F_D_WM_WW_2047,2.235074598
F_D_WM_WW_2672,2.672291657
F_D_WM_WW_3287,2.570366689
F_D_WM_WW_3406,2.539057219
F_D_WM_WW_1027,2.400739043
F_D_WM_WW_3402,2.463409455
F_D_WM_WW_2991,2.660127211
F_D_WM_WW_1110,2.64723494
F_D_WM_WW_2765,2.49298519
F_D_WM_WW_3344,2.610730022
F_D_WM_WW_1159,2.626602371
F_D_WM_WW_3813,2.525150711
F_D_WM_WW_1370,2.621176729
F_D_WM_WW_2289,2.236978106
F_D_WM_WW_2294,2.464635151
F_D_WM_WW_2089,2.38162942
F_D_WM_WW_3144,2.493151992
F_D_WM_WW_1509,2.377842999
F_D_WM_WW_2445,2.456154353
F_D_WM_WW_3777,2.521102726
F_D_WM_WW_2083,2.386084523
F_D_WM_WW_2483,2.51745835
F_D_WM_WW_3372,2.646637713
F_D_WM_WW_1311,2.435288808
F_D_WM_WW_3491,2.45976962
F_D_WM_WW_1380,2.599128278
F_D_WM_WW_1542,2.495252035
F_D_WM_WW_3436,2.379076612
F_D_WM_WW_2988,2.496139144
F_D_WM_WW_1140,2.486156674
F_D_WM_WW_3269,2.57609949
F_D_WM_WW_1005,2.582675711
F_D_WM_WW_1525,2.551135101
F_D_WM_WW_3873,2.231219389
F_D_WM_WW_1634,2.653841108
F_D_WM_WW_3843,2.489040253
F_D_WM_WW_2206,2.493915481
F_D_WM_WW_1388,2.460548766
F_D_WM_WW_3834,2.486024122
F_D_WM_WW_1677,2.192702547
F_D_WM_WW_1941,2.27869873
F_D_WM_WW_3215,2.443814697
F_D_WM_WW_3760,2.279160674
F_D_WM_WW_3145,2.444044152
F_D_WM_WW_3889,2.385679435
F_D_WM_WW_2167,2.588587496
F_D_WM_WW_3014,2.494251812
F_D_WM_WW_1327,2.166448823
F_D_WM_WW_2091,2.315790255
F_D_WM_WW_2374,2.766525669
F_D_WM_WW_2956,2.51399979
F_D_WM_WW_1181,2.494666592
F_D_WM_WW_3460,2.385880234
F_D_WM_WW_1315,2.567858169
F_D_WM_WW_2082,2.680171609
F_D_WM_WW_2706,2.355627552
F_D_WM_WW_1526,2.415087081
F_D_WM_WW_1403,2.557068812
F_D_WM_WW_2354,2.50090966
F_D_WM_WW_1069,2.53814166
F_D_WM_WW_3392,2.287654771
F_D_WM_WW_3404,2.336073376
F_D_WM_WW_2493,2.365784788
F_D_WM_WW_1141,2.290107609
F_D_WM_WW_3331,2.232533083
F_D_WM_WW_1478,2.531320932
F_D_WM_WW_3990,2.670951923
F_D_WM_WW_1561,2.373904578
F_D_WM_WW_3773,2.500603569
F_D_WM_WW_3407,2.291952945
F_D_WM_WW_3470,2.229705331
F_D_WM_WW_3138,2.443416355
F_D_WM_WW_3839,2.740411571
F_D_WM_WW_1910,2.166118327
F_D_WM_WW_1001,2.472244822
F_D_WM_WW_2327,2.421052519
F_D_WM_WW_2857,2.564713217
F_D_WM_WW_3466,2.336589553
F_D_WM_WW_3647,2.528279233
F_D_WM_WW_3640,2.631606871
F_D_WM_WW_2137,2.358358098
F_D_WM_WW_1632,2.238708592
F_D_WM_WW_3559,2.585292865
F_D_WM_WW_3085,2.564252534
F_D_WM_WW_2929,2.464349782
F_D_WM_WW_1259,2.645034238
F_D_WM_WW_2168,2.59195235
F_D_WM_WW_3916,2.637920216
F_D_WM_WW_2985,2.467265519
F_D_WM_WW_1981,2.250559097
F_D_WM_WW_3189,2.309165818
F_D_WM_WW_1722,2.417828786
F_D_WM_WW_1107,2.471376318
F_D_WM_WW_3329,2.594328201
F_D_WM_WW_2285,2.388079996
F_D_WM_WW_2309,2.396851211
F_D_WM_WW_3302,2.649585955
F_D_WM_WW_1638,2.421114128
F_D_WM_WW_2153,2.718035745
F_D_WM_WW_1897,2.384233184
F_D_WM_WW_2649,2.515312097
F_D_WM_WW_1189,2.531879374
F_D_WM_WW_1309,2.371660523
F_D_WM_WW_3019,2.553366146
F_D_WM_WW_3367,2.242829461
F_D_WM_WW_3280,2.692675852
F_D_WM_WW_1184,2.374281498
F_D_WM_WW_3956,2.491294431
F_D_WM_WW_2819,2.41265282
F_D_WM_WW_2497,2.442593933
F_D_WM_WW_3816,2.352326691
F_D_WM_WW_3840,2.591000427
F_D_WM_WW_1350,2.345119366
F_D_WM_WW_1979,2.711939199
F_D_WM_WW_2658,2.529838286
F_D_WM_WW_2464,2.626256021
F_D_WM_WW_2432,2.454864558
F_D_WM_WW_3679,2.531355743
F_D_WM_WW_1818,2.218231079
F_D_WM_WW_1320,2.543738021
F_D_WM_WW_1889,2.353602962
F_D_WM_WW_1318,2.43645276
F_D_WM_WW_1123,2.40121192
F_D_WM_WW_2042,2.331829046
F_D_WM_WW_2966,2.610696006
F_D_WM_WW_3384,2.393567058
F_D_WM_WW_3744,2.517148925
F_D_WM_WW_1289,2.399372962
F_D_WM_WW_3325,2.43711212
F_D_WM_WW_1390,2.476447588
F_D_WM_WW_1608,2.509237144
F_D_WM_WW_2460,2.457534785
F_D_WM_WW_2393,2.476426048
F_D_WM_WW_3960,2.303013353
F_D_WM_WW_3677,2.467849762
F_D_WM_WW_2847,2.576521333
F_D_WM_WW_2273,2.389088964
F_D_WM_WW_3579,2.459332143
F_D_WM_WW_1995,2.619335492
F_D_WM_WW_3872,2.481975311
F_D_WM_WW_3012,2.495704555
F_D_WM_WW_3209,2.647629403
F_D_WM_WW_3751,2.491332754
F_D_WM_WW_1517,2.524446603
F_D_WM_WW_3783,2.261767682
F_D_WM_WW_3488,2.453719577
F_D_WM_WW_1298,2.601965894
F_D_WM_WW_2405,2.435325632
F_D_WM_WW_3143,2.395242062
F_D_WM_WW_1530,2.499808096
F_D_WM_WW_2933,2.456936432
F_D_WM_WW_2937,2.356784894
F_D_WM_WW_3105,2.305701509
F_D_WM_WW_1387,2.360127458
F_D_WM_WW_3288,2.274667686
F_D_WM_WW_2237,2.655439384
F_D_WM_WW_3573,2.570419699
F_D_WM_WW_2807,2.393305091
F_D_WM_WW_2225,2.562653564
F_D_WM_WW_2973,2.437332385
F_D_WM_WW_1959,2.691167903
F_D_WM_WW_1633,2.616646036
F_D_WM_WW_1780,2.453629274
F_D_WM_WW_2818,2.321546834
F_D_WM_WW_3595,2.507665761
F_D_WM_WW_2361,2.497341273
F_D_WM_WW_1359,2.453470678
F_D_WM_WW_2920,2.691815456
F_D_WM_WW_2231,2.410185326
F_D_WM_WW_1935,2.480597923
F_D_WM_WW_2001,2.43111282
F_D_WM_WW_3806,2.626615233
F_D_WM_WW_2343,2.486115686
F_D_WM_WW_2720,2.395693922
F_D_WM_WW_2547,2.53031714
F_D_WM_WW_1408,2.582355434
F_D_WM_WW_3881,2.74014222
F_D_WM_WW_1729,2.428607887
F_D_WM_WW_1763,2.431073143
F_D_WM_WW_2317,2.423266192
F_D_WM_WW_2919,2.709867827
F_D_WM_WW_3292,2.621657287
F_D_WM_WW_3468,2.698756738
F_D_WM_WW_2394,2.519938629
F_D_WM_WW_3270,2.401976469
F_D_WM_WW_3031,2.477193766
F_D_WM_WW_2335,2.478276215
F_D_WM_WW_1599,2.59175496
F_D_WM_WW_1157,2.277273522
F_D_WM_WW_2352,2.351469166
F_D_WM_WW_1697,2.424424266
F_D_WM_WW_3719,2.270959075
F_D_WM_WW_3772,2.217532001
F_D_WM_WW_3801,2.385815717
F_D_WM_WW_2204,2.288890495
F_D_WM_WW_2586,2.580280306
F_D_WM_WW_2472,2.378485178
F_D_WM_WW_1447,2.157463129
F_D_WM_WW_3613,2.398482011
F_D_WM_WW_1758,2.532495421
F_D_WM_WW_3538,2.333394259
F_D_WM_WW_1848,2.379534089
F_D_WM_WW_1803,2.696239054
F_D_WM_WW_3399,2.498027997
F_D_WM_WW_3451,2.223036495
F_D_WM_WW_3842,2.404323489
F_D_WM_WW_1207,2.501813738
F_D_WM_WW_2587,2.577440151
F_D_WM_WW_3604,2.36432664
F_D_WM_WW_3431,2.714181539
F_D_WM_WW_3378,2.523366356
F_D_WM_WW_3108,2.316709526
F_D_WM_WW_1158,2.528595168
F_D_WM_WW_3128,2.237725727
F_D_WM_WW_1965,2.654363913
F_D_WM_WW_3320,2.422170326
F_D_WM_WW_2790,2.719518943
F_D_WM_WW_1527,2.341925969
F_D_WM_WW_2635,2.15999049
F_D_WM_WW_3091,2.242279435
F_D_WM_WW_3103,2.671440486
F_D_WM_WW_2475,2.376473121
F_D_WM_WW_2695,2.572173127
F_D_WM_WW_1089,2.450655766
F_D_WM_WW_3127,2.472864243
F_D_WM_WW_1042,2.352875063
F_D_WM_WW_2780,2.274436859
F_D_WM_WW_2239,2.385526802
F_D_WM_WW_2789,2.311828141
F_D_WM_WW_1220,2.414653636
F_D_WM_WW_2719,2.615851909
F_D_WM_WW_2996,2.505883952
F_D_WM_WW_3191,2.52084761
F_D_WM_WW_1872,2.649053529
F_D_WM_WW_3556,2.49590657
F_D_WM_WW_2045,2.652862554
F_D_WM_WW_3210,2.514862192
F_D_WM_WW_3285,2.394160693
F_D_WM_WW_1584,2.337136637
F_D_WM_WW_3673,2.461769335
F_D_WM_WW_1750,2.487624262
F_D_WM_WW_3498,2.520564244
F_D_WM_WW_1711,2.392987201
F_D_WM_WW_3432,2.570471604
F_D_WM_WW_2501,2.38046371
F_D_WM_WW_3072,2.391295744
F_D_WM_WW_2321,2.34649376
F_D_WM_WW_1338,2.442135493
F_D_WM_WW_3286,2.256164337
F_D_WM_WW_3232,2.315370188
F_D_WM_WW_1325,2.519898752
F_D_WM_WW_3902,2.363819331
F_D_WM_WW_3654,2.433663419
F_D_WM_WW_2714,2.584572628
F_D_WM_WW_2861,2.575437442
F_D_WM_WW_2512,2.588023907
F_D_WM_WW_3775,2.601534373
F_D_WM_WW_2410,2.28057024
F_D_WM_WW_3172,2.657594005
F_D_WM_WW_2426,2.500248803
F_D_WM_WW_1731,2.62422675
F_D_WM_WW_2757,2.36966528
F_D_WM_WW_2716,2.521938046
F_D_WM_WW_3983,2.463345626
F_D_WM_WW_2315,2.548413293
F_D_WM_WW_3394,2.350210402
F_D_WM_WW_3976,2.542435889
F_D_WM_WW_2674,2.395391261
F_D_WM_WW_3531,2.510344682
F_D_WM_WW_2256,2.38161783
F_D_WM_WW_3228,2.599270956
F_D_WM_WW_1154,2.553543919
F_D_WM_WW_1717,2.380652177
F_D_WM_WW_1797,2.666272249
F_D_WM_WW_1231,2.466092205
F_D_WM_WW_1316,2.567950996
F_D_WM_WW_3230,2.45077355
F_D_WM_WW_3511,2.232813793
F_D_WM_WW_1958,2.191403875
F_D_WM_WW_2868,2.511151032
F_D_WM_WW_1303,2.332345626
F_D_WM_WW_2240,2.535445918
F_D_WM_WW_3294,2.461664616
F_D_WM_WW_1576,2.457968672
F_D_WM_WW_2013,2.629995226
F_D_WM_WW_1224,2.549586652
F_D_WM_WW_3150,2.539264756
F_D_WM_WW_1929,2.69132629
F_D_WM_WW_2529,2.264337553
F_D_WM_WW_1651,2.522280728
F_D_WM_WW_2196,2.425715041
F_D_WM_WW_3226,2.531912364
F_D_WM_WW_2623,2.457306581
F_D_WM_WW_3471,2.251461663
F_D_WM_WW_2874,2.347102931
F_D_WM_WW_2223,2.313559461
F_D_WM_WW_3326,2.354287901
F_D_WM_WW_3167,2.300907126
F_D_WM_WW_3229,2.496573459
F_D_WM_WW_1054,2.217359968
F_D_WM_WW_3472,2.209014326
F_D_WM_WW_2050,2.231709723
F_D_WM_WW_3793,2.210659132
F_D_WM_WW_2648,2.672629864
F_D_WM_WW_1093,2.433230277
F_D_WM_WW_1465,2.469352332
F_D_WM_WW_1692,2.420643411
F_D_WM_WW_0315,2.497087633
F_D_WM_WW_0129,2.208086924
F_D_WM_WW_0191,2.191177947
F_D_WM_WW_0961,2.580452997
F_D_WM_WW_0565,2.440177602
F_D_WM_WW_0512,2.663108645
F_D_WM_WW_0751,2.358652695
F_D_WM_WW_0311,2.354825353
F_D_WM_WW_0476,2.303279413
F_D_WM_WW_0383,2.241909504
F_D_WM_WW_0039,2.504458861
F_D_WM_WW_0100,2.455584943
F_D_WM_WW_0428,2.250532758
F_D_WM_WW_0412,2.332646186
F_D_WM_WW_0596,2.293406555
F_D_WM_WW_0977,2.703349113
F_D_WM_WW_0015,2.593540533
F_D_WM_WW_0698,2.400725107
F_D_WM_WW_0766,2.21127169
F_D_WM_WW_0308,2.538887933
F_D_WM_WW_0560,2.581239958
F_D_WM_WW_0963,2.413860054
F_D_WM_WW_0641,2.695815046
F_D_WM_WW_0707,2.516950641
F_D_WM_WW_0122,2.462461369
F_D_WM_WW_0068,2.286120658
F_D_WM_WW_0506,2.348572368
F_D_WM_WW_0769,2.544988173
F_D_WM_WW_0972,2.75803529
F_D_WM_WW_0984,2.615889886
F_D_WM_WW_0390,2.487883488
F_D_WM_WW_0691,2.624801899
F_D_WM_WW_0439,2.323435887
F_D_WM_WW_0534,2.369030957
F_D_WM_WW_0553,2.324845719
F_D_WM_WW_0332,2.319371519
F_D_WM_WW_0078,2.377843279
F_D_WM_WW_0660,2.332323757
F_D_WM_WW_0878,2.454646586
F_D_WM_WW_0987,2.712786306
F_D_WM_WW_0358,2.384504162
F_D_WM_WW_0600,2.434111603
F_D_WM_WW_0819,2.446701345
F_D_WM_WW_0263,2.406371306
F_D_WM_WW_0993,2.267708666
F_D_WM_WW_0644,2.364728744
F_D_WM_WW_0367,2.556680589
F_D_WM_WW_0085,2.294094867
F_D_WM_WW_0219,2.34464104
F_D_WM_WW_0807,2.456074477
F_D_WM_WW_0404,2.659119621
F_D_WM_WW_0224,2.738676256
F_D_WM_WW_0615,2.270618857
F_D_WM_WW_0027,2.317551721
F_D_WM_WW_0125,2.603463504
